,asin,productTitle,primaryCategory,secondaryCategory,brand,price,itemModelNumber,imageURLHighRes,ranking,productDimensions,shippingWeight,domesticShipping,internationalShipping,discontinuedByManufacturer,batteries
1615,B01AWNSM0O,Color Care Authority SignatureBlonde Violet Condition,Beauty & Personal Care,Luxury Beauty,ColorProof,44.00,,"['https://images-na.ssl-images-amazon.com/images/I/31cbIRs6fPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Wzr%2BiTKQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Xx0kHQiRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MuP9a9SpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41VX3k7FdnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412R4N%2BIQAL.jpg']","177,849",3 x 2.9 x 8.3 inches,6.4 ounces,,,,
1616,B006VP3O56,"Porto Favorito Bar Soap, Red Poppy, 12.4 Ounce",Beauty & Personal Care,Luxury Beauty,Claus,27.00,SG007,"['https://images-na.ssl-images-amazon.com/images/I/51aAjDlAQ6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312JfVzhVQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31SySRPjPwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31DGtfgfSNL.jpg']","155,773",2.8 x 4.9 x 2.2 inches,12.5 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
1617,B004E8Z6Q2,"fabgirlslim, 32 fl. oz.",Beauty & Personal Care,Luxury Beauty,bliss,,,['https://images-na.ssl-images-amazon.com/images/I/413ZsaUYWuL.jpg'],"688,341",3.5 x 3.5 x 9 inches ; 2.31 pounds,2.6 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1618,B00EWYMT54,"Organics by Miranda Kerr Cream Cleanser, 3.04 fl. oz.",Beauty & Personal Care,Luxury Beauty,KORA,,,"['https://images-na.ssl-images-amazon.com/images/I/31ir5lzWzkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31jeZg3OqeL.jpg']","902,255",1.5 x 1.1 x 1 inches,1.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1619,B00HNDCNA2,Institute Somme Institute LIMITED EDITION: Transport TWO - 100 count,Beauty & Personal Care,Luxury Beauty,Somme,,8-70,"['https://images-na.ssl-images-amazon.com/images/I/414V7DZQ-hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lT81oynTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51CYyd2oSTL.jpg']","340,853",,8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1620,B00NV5GPUA,"Organics by Miranda Kerr Foaming Cleanser, 3.04 fl. oz.",Beauty & Personal Care,Luxury Beauty,KORA,,,"['https://images-na.ssl-images-amazon.com/images/I/31H%2BZnVY6EL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31MfDyFP-FL.jpg']","770,486",1.5 x 1.1 x 1 inches,2.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1621,B004XGYWJC,"Jealousy Clutch Play Texturizing Gunk, 2 oz.",Beauty & Personal Care,Luxury Beauty,Billy,,BJ-0468,"['https://images-na.ssl-images-amazon.com/images/I/31ctvFCraxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EO4vthjFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21gGekjMW6L.jpg']","469,295",2.5 x 2.5 x 1.2 inches ; 2.08 ounces,3.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1622,B000GCUPIE,"Shaper Plus 55%, 10.6 oz.",Beauty & Personal Care,Luxury Beauty,Sebastian,15.07,81474742,"['https://images-na.ssl-images-amazon.com/images/I/51rpE0VnY%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DRkS8EB3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ld3zzI3HL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5118NpUqmnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aU-YE0jQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31iQbn6PDrL.jpg']","58,924",10.4 x 2.2 x 2.2 inches,12.8 ounces,,,,
1623,B00KAS4UF8,"Cosmetics Invincible Fullest Coverage Foundation, Medium Beige, 0.85 Ounce",Beauty & Personal Care,Luxury Beauty,NYX,,INFO7,['https://via.placeholder.com/250?text=Image+Not+Available'],"508,826",0.8 x 1.8 x 3.8 inches,0.3 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1624,B003VCMZ4S,"Flower Moroccan Rose Isla das Rocas Sea Salt Scrub,14.5 oz",Beauty & Personal Care,Luxury Beauty,Red,,,['https://images-na.ssl-images-amazon.com/images/I/51qTzN5eD7L.jpg'],"1,085,356",4.5 x 4.5 x 4.5 inches,1.1 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1625,B002A2RV58,Skin Beauty Crayon Sharpener - Black,Beauty & Personal Care,Luxury Beauty,Glo,10.00,GLO9005,"['https://images-na.ssl-images-amazon.com/images/I/41EyTDXEUtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-Mc%2ByudIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41dxcF9Tb9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21rdicUMniL.jpg']","129,048",2 x 0.9 x 1.5 inches ; 0.32 ounces,1.6 ounces,,,,
1626,B00D4L8XCY,"Pearl Body Lotion, 8.5 Fl Oz",Beauty & Personal Care,Luxury Beauty,AROMACHOLOGY,24.00,ARO-1001,['https://images-na.ssl-images-amazon.com/images/I/31Xf6VPtMYL.jpg'],"1,516,696",2 x 2 x 6.5 inches,9.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1627,B00TYLKTMA,"Klein Eternity Summer Eau de Toilette for Men, 3.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,Calvin,,3607342883130,"['https://images-na.ssl-images-amazon.com/images/I/41%2ByJ9Rhb7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H3U-MfqgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31YhsdwWrIL.jpg']","953,315",3 x 1.8 x 4.7 inches ; 1.76 pounds,11.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1628,B00BXMCPW0,"Skin Beauty Lip Revival - Hydrating Lip Care Cream, 0.5 fl. oz.",Beauty & Personal Care,Luxury Beauty,Glo,34.00,GLO777,"['https://images-na.ssl-images-amazon.com/images/I/21GhuSCPCiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21fugX-rMgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VTO1Y5xpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21B0tyqVq-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21uvHBnFYzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/01o1dDqHIJL.jpg']","135,544",2.2 x 2.2 x 1.4 inches,1.6 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1629,B00AUEO34A,dalla palma Eye Shadow Brush No. 15,Beauty & Personal Care,Luxury Beauty,diego,,,['https://images-na.ssl-images-amazon.com/images/I/21AddGz4DXL.jpg'],"2,520,759",8.2 x 1.2 x 1.2 inches,0.3 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1630,B015NG5XXE,"Oxygenating Moisturizer, 75 ml",Beauty & Personal Care,Luxury Beauty,Oxygenetix,119.00,,"['https://images-na.ssl-images-amazon.com/images/I/31abCUdYDQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31aVwDuthML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31a3MQNIskL.jpg']","182,548",1.5 x 1.5 x 5.9 inches,0.8 ounces,,,,
1631,B004IQJ69S,"Texture Paste, 2 Oz",Beauty & Personal Care,Luxury Beauty,GO247,17.50,I34284,['https://images-na.ssl-images-amazon.com/images/I/51gzvbEoRjL.jpg'],"19,087",2.3 x 2.3 x 0.2 inches ; 2.24 ounces,3.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
1632,B00H3IOJIQ,Berry Back in Black Mascara,Beauty & Personal Care,Luxury Beauty,Lord,23.00,1352,"['https://images-na.ssl-images-amazon.com/images/I/2119aJS1cML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/210SVtafu9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21Skvd7ygoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31-KPwwFpTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21ykoLpW1ML.jpg']","119,991",0.8 x 0.8 x 5.3 inches ; 0.48 ounces,0.6 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
1633,B00TT6Y20K,"Color Balm, Sophie",Beauty & Personal Care,Luxury Beauty,stila,,,"['https://images-na.ssl-images-amazon.com/images/I/31wNWiXmIpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31P6ZN1BdsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wJvCoRZJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FBxLzPp-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IOnjQYPhL.jpg']","1,386,550",0.7 x 1.2 x 3 inches ; 0.32 ounces,0.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1634,B007CKUZLU,"Minerals Lip Gloss Stick, Lip Balm, Honey Pie, 0.08 Ounce",Beauty & Personal Care,Luxury Beauty,Pur,,37001742,"['https://images-na.ssl-images-amazon.com/images/I/21tH%2BzNjm-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Vy1Ppv13L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31RljLluhFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41T32s3lHpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31B6Xp9Qd9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JoUxZngYL.jpg']","558,772",1.2 x 1.2 x 3 inches,0.3 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1635,B000Q33CKG,Evelyn Moisturising Body Wash,Beauty & Personal Care,Luxury Beauty,Crabtree,,30103,"['https://images-na.ssl-images-amazon.com/images/I/41mCNhnashL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VYR07idlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41W5yGuzsgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ClgSUooaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31UBlrwtZaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41eGEgRGlcL.jpg']","539,911",,11.4 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,11.4 ounces,
1636,B01GTDWY82,AGE ID Eye Contour Pencil,Beauty & Personal Care,Luxury Beauty,BABOR,19.00,4015165979913,"['https://images-na.ssl-images-amazon.com/images/I/219X%2B180JiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/519uVam-W-L.jpg']","496,569",0.4 x 0.4 x 6.5 inches ; 0.16 ounces,0.6 ounces,,,,
1637,B011UDNBPG,"Dead Sea Osmoter Eye Concentrate, 0.5 Fl Oz, 1 Count",Beauty & Personal Care,Luxury Beauty,Ahava,,82815066,['https://images-na.ssl-images-amazon.com/images/I/21CNTj45V2L.jpg'],"1,188,102",2.2 x 2.2 x 2 inches ; 1.6 ounces,1.4 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1638,B0019647NU,"Volumizing Foam, 8.45 Ounce",Beauty & Personal Care,Luxury Beauty,Loma,19.00,LVF8,"['https://images-na.ssl-images-amazon.com/images/I/319GmAp2JCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GlnON7aaL.jpg']","67,352",2 x 8.7 x 0.8 inches ; 12.8 ounces,12.8 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
1639,B00ZCFTB9O,"Couture I Am Juicy Couture, 1.7 fl. Oz., perfume for women",Beauty & Personal Care,Luxury Beauty,Juicy,76.00,JPNF40002,"['https://images-na.ssl-images-amazon.com/images/I/41E1Vy0A%2BkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51df%2BoQzgfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31M%2BnNEYGhL.jpg']","170,564",2.8 x 3.2 x 4.7 inches ; 0.16 ounces,8.5 ounces,,,,
1640,B0059J5VGU,"Suncare Natural Hand Lotion Bar, 0.5 oz.",Beauty & Personal Care,Luxury Beauty,COOLA,12.00,CS-HBU,"['https://images-na.ssl-images-amazon.com/images/I/51LwgYBBDgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YcMH5EDQL.jpg']","836,094",2 x 2 x 2 inches ; 8 ounces,2.1 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1641,B00NAT2QEG,"Samurai Magic Shave, 10.1 fl. oz.",Beauty & Personal Care,Luxury Beauty,Rituals,29.00,002011,"['https://images-na.ssl-images-amazon.com/images/I/51k9b5ETQhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/313c5jFw4KL.jpg']","323,964",3.9 x 3.9 x 1 inches ; 7.4 ounces,14.1 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1642,B018234A7A,Color Treat Nail Polish Set - Jingle Jewels Trio,Beauty & Personal Care,Luxury Beauty,Julep,,ASB-001409,"['https://images-na.ssl-images-amazon.com/images/I/51MiyaoZ1eL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mzwmv72WL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/513Eq-f3w7L.jpg']","798,740",,8.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1643,B00N40XZ64,"Nail Polish, Marnie, 0.5 Ounce (Pack of 6)",Beauty & Personal Care,Luxury Beauty,Zoya,,ZP745,"['https://images-na.ssl-images-amazon.com/images/I/31esJjiEqWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41i1S2PcxrL.jpg']","831,759",0.8 x 0.8 x 2.8 inches ; 0.64 ounces,0.6 ounces,,,,
1644,B000CQYN9Q,"Absolute Moisture, 2.5-Ounce",Beauty & Personal Care,Luxury Beauty,Bioelements,36.50,Bio-8696,"['https://images-na.ssl-images-amazon.com/images/I/517KHNdplwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zy9tBbiBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31cZSTiuZ5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31boG3YzWnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5133v%2B5EcJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Zh6dDq8vL.jpg']","26,835",2.9 x 2.7 x 0.4 inches ; 4 ounces,5.6 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1645,B00M9RC398,Luminizing Black Charcoal Mask,Beauty & Personal Care,Luxury Beauty,boscia,25.25,C250-03,"['https://images-na.ssl-images-amazon.com/images/I/31PKCuISYkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41UONI8p0EL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41E-ZpDNzrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31UmcdCVjgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31PkJd4knjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qBJHqk2FL.jpg']","9,729",2.3 x 1.5 x 5 inches ; 15 pounds,5 ounces,,,,
1646,B00GHNWHWS,"iredale Enlighten Concealer, 0.80 oz.",Beauty & Personal Care,Luxury Beauty,jane,30.00,15009,"['https://images-na.ssl-images-amazon.com/images/I/41OPzkTJAKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zd9HA5g%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ypflyksWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51G5kPd4-oL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PCCerEkuL.jpg']","441,121",2 x 2 x 0.5 inches ; 0.16 ounces,0.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1647,B009P0IKVM,A La Mode Collection Nail Lacquer,Beauty & Personal Care,Luxury Beauty,JINsoon,18.00,,"['https://images-na.ssl-images-amazon.com/images/I/31E6ip7FikL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jRorOeZ%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ULPyL2uiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31aBq9JS6YL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4188QXaAKFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OS5JAVNeL.jpg']","91,589",2.8 x 1 x 0.8 inches ; 0.32 ounces,0.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1648,B01CNQZJ7C,Dempsey Lid Tint,Beauty & Personal Care,Luxury Beauty,Jillian,28.00,,['https://images-na.ssl-images-amazon.com/images/I/41mXgLi6fNL.jpg'],"78,419",,0.3 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1649,B001QWCCQG,TimeBalm Foundation,Beauty & Personal Care,Luxury Beauty,theBalm,28.00,Found3,"['https://images-na.ssl-images-amazon.com/images/I/51YmMnH3cnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61acpiKZ19L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hVwMlj88L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31CNN%2BjJ2EL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51U%2BVyLApZL.jpg']","235,935",2 x 2 x 2 inches ; 1.76 ounces,2.4 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1650,B002CJ778U,"Blandi Pronto Wet Instant Volumizing Shampoo, 8.4 fl. oz.",Beauty & Personal Care,Luxury Beauty,Oscar,24.00,OB63NA,['https://images-na.ssl-images-amazon.com/images/I/41d2ePUhZCL.jpg'],"145,102",1.5 x 2.6 x 8 inches ; 8.5 ounces,10.4 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1651,B01H353FLA,"Detox SmartMud No Mess Mud Sheet Mask for Deep Cleaning Pores and Blackheads w/ Volcanic Ash, Kaolin Clay- 4 Masks/ Box",Beauty & Personal Care,Luxury Beauty,Patchology,30.00,,"['https://images-na.ssl-images-amazon.com/images/I/41P8kPoPS-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qbK70OzSL.jpg']","112,869",4.8 x 1 x 6.5 inches ; 5.8 ounces,7 ounces,,,,
1652,B00B5I8Y4U,MODERNE Clean Luxury Discovery Set,Beauty & Personal Care,Luxury Beauty,GLOSS,12.00,,"['https://images-na.ssl-images-amazon.com/images/I/41lVDgBNv5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OI3YyVYoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Lw%2BuOamgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315RpwjXJuL.jpg']","860,300",2.3 x 1 x 5.3 inches,14.4 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1653,B001UPG332,New York Sunlight Finishing Spray,Beauty & Personal Care,Luxury Beauty,ECRU,22.95,,"['https://images-na.ssl-images-amazon.com/images/I/31DXQ4lyq7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311CIPMmQlL.jpg']","159,606",1.8 x 1.8 x 9 inches,2.4 ounces,,,,
1654,B00ACIDM9G,"Fresh Cut Gardenia Bath Soap,8.5 oz",Beauty & Personal Care,Luxury Beauty,LAFCO,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"749,506",,11.2 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1655,B003X3WO14,Long Wear Liquid Lip Color,Beauty & Personal Care,Luxury Beauty,stila,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"2,102,059",4 x 5 x 6 inches ; 0.16 ounces,0.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1656,B00396OTJ0,"UV Facial Sunscreen Broad-Spectrum SPF 30+, 4.0 oz",Beauty & Personal Care,Luxury Beauty,EltaMD,28.00,CP,"['https://images-na.ssl-images-amazon.com/images/I/51-udGjwWfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61H0YYdJYML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518FJVivvHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31NeN1pnD2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hmm7v7bqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61ZE637uqbL.jpg']","5,185",3 x 2.9 x 2.5 inches ; 8 ounces,8.8 ounces,Item can be shipped within U.S.,This item can be shipped to select countries outside of the U.S.,,
1657,B00MVOTG8A,"Aromachologie Relaxing Bath Salts, 10.1 Oz",Beauty & Personal Care,Luxury Beauty,L'Occitane,,,['https://images-na.ssl-images-amazon.com/images/I/418eJlyBRvL.jpg'],"813,366",,14.1 ounces,,,14.1 ounces,
1658,B0009OMNQQ,"Mitchell Extra-Body Sculpting Foam,6.7  oz",Beauty & Personal Care,Luxury Beauty,Paul,12.00,700402,"['https://images-na.ssl-images-amazon.com/images/I/31cn5NxjAwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FX2o22wPL.jpg']","3,845",1.8 x 1.8 x 9.2 inches ; 8.5 ounces,8.8 ounces,,,,
1659,B00IASHUZC,"Hair Care Smooth + Shine Thermal Straightening Cr&egrave;me, 5 oz.",Beauty & Personal Care,Luxury Beauty,Onesta,,000000254076,"['https://images-na.ssl-images-amazon.com/images/I/31cUrkHthjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315lR8fl0XL.jpg']","288,703",2.5 x 2.5 x 7 inches ; 0.96 ounces,4.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1660,B01CTNYBL4,"Hair Care Essential Antidote Replenishing Conditioner, 7.1 Ounce",Beauty & Personal Care,Luxury Beauty,ORIBE,46.00,A1COANT80A1,"['https://images-na.ssl-images-amazon.com/images/I/3110oePk8tL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bvFvCIwkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41AuD714HTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/319KMYNt1tL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YTg-JmflL.jpg']","220,530",2.1 x 2.1 x 9.2 inches,9.6 ounces,,,,
1661,B0151CC0R2,"Tropez Self Tan Mousse, Dark, 13.5 oz.",Beauty & Personal Care,Luxury Beauty,St.,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"1,219,657",,1.2 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1662,B00AE3MEN4,"Argan Oil Volumizing Hair Spray Firm Hold, 1.5 oz",Beauty & Personal Care,Luxury Beauty,AGADIR,8.49,AGA2074,['https://via.placeholder.com/250?text=Image+Not+Available'],"249,721",1.2 x 1.2 x 4.8 inches ; 2.4 ounces,2.4 ounces,,,,
1663,B00BFW8MZW,"Penetraitt Strengthening and Repair Shampoo, 1.7 oz",Beauty & Personal Care,Luxury Beauty,Sebastian,,30009,"['https://images-na.ssl-images-amazon.com/images/I/41VVSSZqQ4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21P09esjY0L.jpg']","641,086",4 x 1.3 x 1.3 inches ; 1.6 ounces,1.6 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item is not eligible for international shipping.,,
1664,B013III818,Pour Femme Eau de Parfum Premium Set,Beauty & Personal Care,Luxury Beauty,Lacoste,,0730870148389,"['https://images-na.ssl-images-amazon.com/images/I/31HEpkIlTaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cviPMOovL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OJBf8emfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Yzv3Rw0cL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JbeExWVzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qtc3T4IEL.jpg']","729,867",0.4 x 0.4 x 0.4 inches,1.3 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1665,B00DTRKRNG,Argan Oil Daily Volumizing Conditioner 12.4 oz,Beauty & Personal Care,Luxury Beauty,AGADIR,,,['https://via.placeholder.com/250?text=Image+Not+Available'],"293,694",,2 pounds,,,12.5 ounces,
1666,B0073FK4S8,"Royal Jelly Superactive, 0.27 fl. oz.",Beauty & Personal Care,Luxury Beauty,Davines,30.72,8004608230830,"['https://images-na.ssl-images-amazon.com/images/I/51hhOKmcE1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41VN47IowHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41N7j3-no1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31EUqDm6Y4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fq9PqHOoL.jpg']",0,5.5 x 2.5 x 2.6 inches ; 5.1 ounces,4.1 pounds,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1667,B013XA50BC,"Tropez Self Tan Luxe Dry Facial Oil, 1.01 Fl Oz",Beauty & Personal Care,Luxury Beauty,St.,,,"['https://images-na.ssl-images-amazon.com/images/I/41DIna-ZNyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418n%2Ban%2BhEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zrDn0YKcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31z3cIBxM0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/511Y9bHcIPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41TSqVL-quL.jpg']","527,944",,4.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
1668,B00ET3D6JG,"Divine Eye Cream to Help Reduce the Appearance of Dark Circles and Puffiness, 0.5 fl. oz.",Beauty & Personal Care,Luxury Beauty,L'Occitane,79.00,27DE015I13US,['https://images-na.ssl-images-amazon.com/images/I/2196wEq17cL.jpg'],"36,873",1.6 x 1.6 x 3.3 inches ; 3.2 ounces,3.2 ounces,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",This item can be shipped to select countries outside of the U.S.,,
1669,B00JFN0Y90,shadyLady Vol. 4 Special Edition,Beauty & Personal Care,Luxury Beauty,theBalm,,68161980315,"['https://images-na.ssl-images-amazon.com/images/I/61jrPLV%2BOpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RBwGB%2BCXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dvCUDrEAL.jpg']","574,338",5.2 x 4.4 x 1 inches ; 4.8 ounces,4.8 ounces,Item can be shipped within U.S.,This item is not eligible for international shipping.,,
